"Compound","Effect","Metabolite","Plate","Dose","SampleType","Well","ApexIntensity"
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",1,"media","h7",16463.32421875
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",0.3,"media","h6",972.459899902344
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",0.3,"cells","g6",373112.4375
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",3,"cells","e8",20637.80859375
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",3,"cells","f8",19091.337890625
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",30,"cells","g10",133584.640625
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",30,"cells","e10",66031.84375
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.1,"media","h5",10605.6845703125
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",30,"cells","e10",15003.9052734375
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",3,"cells","f8",12273.81640625
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",10,"media","h9",31669.943359375
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",100,"cells","f11",690.171020507812
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",0.03,"cells","g4",64818.109375
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",1,"cells","f7",9927.583984375
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",100,"cells","g11",12007.984375
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",10,"cells","f9",118564.4375
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",30,"cells","f10",1892.94262695312
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",10,"media","h9",361840.375
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",0.1,"media","h5",17183.677734375
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.1,"cells","f5",9841.0263671875
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",3,"media","h8",10171.2958984375
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",3,"cells","g8",10836.9716796875
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",30,"cells","f10",67201.5859375
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",100,"media","h11",1050.080078125
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",1,"cells","g7",30931.650390625
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",3,"cells","f8",304257.875
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",0.03,"cells","e4",30707.296875
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.3,"cells","g6",9511.8173828125
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",10,"cells","f9",13440.9970703125
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",1,"media","h7",880.3115234375
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",10,"media","h9",9881.806640625
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",0.1,"media","h5",30421.556640625
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",30,"media","h10",64674.24609375
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",0.3,"cells","f6",31996.197265625
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",0.03,"cells","f4",23408.3515625
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",1,"cells","f7",30253.107421875
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",10,"media","h9",65219.453125
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",0.03,"cells","e4",310083.84375
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",3,"media","h8",66539.90625
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",3,"cells","g8",65417.890625
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",30,"cells","f10",273215.28125
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.03,"media","h4",4567.2353515625
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",3,"cells","e8",32114.5234375
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",100,"cells","f11",67299.6796875
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",100,"cells","e11",67057.6875
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.1,"cells","e5",9005.5625
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",0.1,"cells","g5",30237.96484375
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",1,"cells","e7",319915.25
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",3,"cells","e8",11268.1689453125
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",10,"cells","f9",160351.4375
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",10,"cells","f9",64158.85546875
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",10,"cells","g9",31032.974609375
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",1,"media","h7",65046.86328125
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.3,"cells","e6",9871.5126953125
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",30,"media","h10",367608.6875
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",1,"cells","g7",13469.6806640625
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",30,"cells","e10",6921.95263671875
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",3,"cells","e8",66768.4921875
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",30,"cells","g10",7805.3994140625
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",1,"media","h7",10215.3388671875
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",30,"media","h10",4585.94287109375
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.3,"cells","f6",22144.875
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",10,"cells","e9",64942.5625
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",0.1,"cells","e5",284413.90625
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",100,"cells","e11",1092.14587402344
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",10,"cells","f9",31929.57421875
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.1,"cells","e5",18023.720703125
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.03,"cells","f4",18325.9921875
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",3,"cells","f8",31246.458984375
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",0.03,"media","h4",370897.53125
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",100,"cells","e11",610167.5625
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",100,"cells","g11",34262.02734375
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",10,"cells","e9",154937.96875
"Levomethadyl Acetate","Cardiotoxic","Lactate","C177",0.03,"cells","e4",22186.25390625
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",1,"cells","e7",30004.25
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.3,"media","h6",4361.89599609375
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.1,"cells","g5",22290.623046875
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.3,"cells","e6",19809.521484375
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.1,"cells","f5",21043.271484375
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",10,"cells","e9",31788.51953125
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",0.03,"media","h4",66144.265625
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",0.03,"cells","e4",66739.9375
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",10,"media","h9",979.860290527344
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",3,"cells","g8",30403.41796875
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",3,"media","h8",30035.974609375
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",100,"media","h11",32779.859375
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",10,"cells","f9",4885.921875
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.1,"media","h5",4975.33544921875
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",1,"cells","e7",9912.900390625
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",30,"cells","e10",33930.34765625
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",3,"cells","f8",71869.1875
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",1,"cells","f7",11900.119140625
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",30,"media","h10",743.480895996094
"Levomethadyl Acetate","Cardiotoxic","Citrulline-D4","C177",1,"media","h7",30130.70703125
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.3,"cells","f6",10877.376953125
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",10,"cells","e9",13293.234375
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",30,"cells","g10",268690.0625
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",0.1,"media","h5",66997.125
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",1,"cells","e7",11507.015625
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",1,"cells","g7",11734.568359375
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",100,"cells","g11",906.868591308594
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",10,"cells","e9",5210.2919921875
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",0.3,"media","h6",64208.83984375
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",0.03,"cells","f4",292994.46875
"Levomethadyl Acetate","Cardiotoxic","Thymidine","C177",0.3,"cells","g6",21539.619140625
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",10,"cells","g9",5322.38671875
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.1,"cells","g5",9352.9775390625
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",0.03,"cells","g4",323698.0625
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",1,"cells","f7",63786.53515625
"Levomethadyl Acetate","Cardiotoxic","Arachidonic Acid","C177",0.3,"media","h6",384962.0625
"Levomethadyl Acetate","Cardiotoxic","Lactate.D3","C177",0.3,"media","h6",11213.5185546875
"Levomethadyl Acetate","Cardiotoxic","2'-deoxycytidine","C177",30,"cells","g10",1897.82775878906
"Levomethadyl Acetate","Cardiotoxic","Thymidine.D4","C177",1,"cells","g7",66510.8984375
"Loratadine","Non","Lactate","C178",0.3,"cells","c7",30545.017578125
"Loratadine","Non","Arachidonic Acid","C178",0.3,"cells","c7",396116.28125
"Loratadine","Non","Lactate.D3","C178",30,"cells","b11",13509.0888671875
"Loratadine","Non","Thymidine","C178",30,"cells","d11",22939.37890625
"Loratadine","Non","Citrulline-D4","C178",0.3,"media","a7",30876.70703125
"Loratadine","Non","Lactate.D3","C178",0.1,"media","a6",12599.9267578125
"Loratadine","Non","Thymidine.D4","C178",0.3,"media","a7",68890.2421875
"Loratadine","Non","Lactate.D3","C178",30,"cells","d11",14540.9853515625
"Loratadine","Non","Citrulline-D4","C178",0.01,"cells","c4",31873.37890625
"Loratadine","Non","Lactate.D3","C178",30,"cells","c11",14926.9638671875
"Loratadine","Non","Arachidonic Acid","C178",1,"media","a8",424044.125
"Loratadine","Non","Lactate.D3","C178",10,"cells","b10",13767.3173828125
"Loratadine","Non","Arachidonic Acid","C178",3,"cells","c9",417971.03125
"Loratadine","Non","Thymidine.D4","C178",0.01,"cells","b4",66333.75
"Loratadine","Non","Lactate.D3","C178",1,"cells","b8",11956.830078125
"Loratadine","Non","Citrulline-D4","C178",0.01,"media","a4",31603.79296875
"Loratadine","Non","2'-deoxycytidine","C178",0.03,"cells","c5",7797.36181640625
"Loratadine","Non","Citrulline-D4","C178",0.01,"cells","b4",31013.19140625
"Loratadine","Non","Citrulline-D4","C178",1,"media","a8",36973.6328125
"Loratadine","Non","Thymidine.D4","C178",0.1,"cells","b6",64910.58984375
"Loratadine","Non","Arachidonic Acid","C178",1,"cells","c8",422417.78125
"Loratadine","Non","Lactate","C178",0.3,"cells","b7",41513.61328125
"Loratadine","Non","Thymidine","C178",3,"cells","d9",48486.86328125
"Loratadine","Non","Lactate.D3","C178",10,"cells","c10",12172.23046875
"Loratadine","Non","Thymidine.D4","C178",0.01,"cells","c4",67548.09375
"Loratadine","Non","Thymidine","C178",30,"cells","b11",23214.333984375
"Loratadine","Non","Lactate.D3","C178",30,"media","a11",11123.787109375
"Loratadine","Non","2'-deoxycytidine","C178",0.3,"media","a7",1143.421875
"Loratadine","Non","Arachidonic Acid","C178",1,"cells","d8",358009.28125
"Loratadine","Non","Thymidine.D4","C178",3,"media","a9",71160.71875
"Loratadine","Non","Lactate","C178",10,"cells","c10",65789.8203125
"Loratadine","Non","Thymidine.D4","C178",30,"cells","c11",68460.5234375
"Loratadine","Non","Arachidonic Acid","C178",0.1,"media","a6",399870.65625
"Loratadine","Non","Lactate.D3","C178",0.1,"cells","b6",12101.1533203125
"Loratadine","Non","Thymidine.D4","C178",1,"cells","b8",66630.359375
"Loratadine","Non","Lactate","C178",0.3,"media","a7",20446.701171875
"Loratadine","Non","Arachidonic Acid","C178",1,"cells","b8",577026.75
"Loratadine","Non","Thymidine","C178",30,"media","a11",4952.40966796875
"Loratadine","Non","Lactate","C178",0.1,"cells","b6",36239.12890625
"Loratadine","Non","Arachidonic Acid","C178",0.3,"cells","d7",361737.875
"Loratadine","Non","2'-deoxycytidine","C178",0.3,"cells","b7",10076.3544921875
"Loratadine","Non","Lactate.D3","C178",1,"media","a8",13006.8935546875
"Loratadine","Non","2'-deoxycytidine","C178",0.03,"cells","b5",11495.677734375
"Loratadine","Non","2'-deoxycytidine","C178",3,"cells","c9",9535.6611328125
"Loratadine","Non","Thymidine.D4","C178",0.01,"cells","d4",64533.24609375
"Loratadine","Non","Lactate.D3","C178",0.3,"cells","d7",11492.7900390625
"Loratadine","Non","Lactate.D3","C178",1,"cells","d8",12429.0537109375
"Loratadine","Non","2'-deoxycytidine","C178",0.01,"media","a4",1005.03570556641
"Loratadine","Non","Lactate.D3","C178",3,"cells","b9",11215.6279296875
"Loratadine","Non","Thymidine.D4","C178",30,"cells","d11",70147.5546875
"Loratadine","Non","Thymidine.D4","C178",1,"cells","d8",70683.9140625
"Loratadine","Non","Thymidine.D4","C178",0.01,"media","a4",69564.3203125
"Loratadine","Non","Arachidonic Acid","C178",3,"cells","d9",291856.9375
"Loratadine","Non","2'-deoxycytidine","C178",0.03,"media","a5",1100.42004394531
"Loratadine","Non","Thymidine.D4","C178",3,"cells","d9",68441.4140625
"Loratadine","Non","Lactate","C178",1,"media","a8",20291.25
"Loratadine","Non","Citrulline-D4","C178",1,"cells","c8",33061.41015625
"Loratadine","Non","Thymidine.D4","C178",0.3,"cells","c7",66671.1875
"Loratadine","Non","Citrulline-D4","C178",30,"cells","c11",33288.0078125
"Loratadine","Non","Lactate","C178",0.03,"media","a5",22139.61328125
"Loratadine","Non","Citrulline-D4","C178",30,"cells","d11",36123.69140625
"Loratadine","Non","Lactate","C178",30,"media","a11",20162.158203125
"Loratadine","Non","Thymidine.D4","C178",1,"cells","c8",69609.984375
"Loratadine","Non","Lactate.D3","C178",3,"cells","c9",12188.6826171875
"Loratadine","Non","Lactate","C178",3,"cells","d9",40078.44140625
"Loratadine","Non","2'-deoxycytidine","C178",30,"cells","d11",6679.794921875
"Loratadine","Non","Lactate","C178",3,"cells","c9",44671.3046875
"Loratadine","Non","Lactate","C178",1,"cells","b8",83960.2734375
"Loratadine","Non","2'-deoxycytidine","C178",0.1,"cells","b6",8495.888671875
"Loratadine","Non","Arachidonic Acid","C178",3,"cells","b9",443040.875
"Loratadine","Non","Thymidine.D4","C178",3,"cells","b9",66906.75
"Loratadine","Non","Arachidonic Acid","C178",30,"cells","c11",271543.75
"Loratadine","Non","Lactate","C178",0.03,"cells","b5",35249.42578125
"Loratadine","Non","Lactate.D3","C178",1,"cells","c8",11747.8671875
"Loratadine","Non","Lactate.D3","C178",3,"cells","d9",11472.826171875
"Loratadine","Non","Citrulline-D4","C178",0.03,"cells","d5",32094.86328125
"Loratadine","Non","2'-deoxycytidine","C178",0.01,"cells","c4",8195.173828125
"Loratadine","Non","Lactate","C178",0.1,"cells","c6",36434.35546875
"Loratadine","Non","Thymidine","C178",3,"cells","b9",26153.54296875
"Loratadine","Non","Thymidine","C178",3,"media","a9",5138.373046875
"Loratadine","Non","Thymidine","C178",0.1,"cells","c6",20894.291015625
"Loratadine","Non","2'-deoxycytidine","C178",0.03,"cells","d5",10576.328125
"Loratadine","Non","Thymidine.D4","C178",0.3,"cells","d7",66435.0390625
"Loratadine","Non","Arachidonic Acid","C178",30,"cells","d11",227372.859375
"Loratadine","Non","Citrulline-D4","C178",3,"cells","d9",33155.3515625
"Loratadine","Non","Arachidonic Acid","C178",30,"cells","b11",218787.171875
"Loratadine","Non","Arachidonic Acid","C178",0.1,"cells","b6",256335.3125
"Loratadine","Non","Citrulline-D4","C178",30,"media","a11",33731.9375
"Loratadine","Non","Citrulline-D4","C178",1,"cells","b8",32634.158203125
"Loratadine","Non","Lactate","C178",30,"cells","b11",184117.296875
"Loratadine","Non","Lactate.D3","C178",0.1,"cells","c6",10249.0458984375
"Loratadine","Non","2'-deoxycytidine","C178",0.1,"cells","c6",7550.98876953125
"Loratadine","Non","2'-deoxycytidine","C178",0.1,"cells","d6",11362.26953125
"Loratadine","Non","Lactate","C178",0.1,"media","a6",19262.802734375
"Loratadine","Non","Lactate","C178",1,"cells","d8",40213.2734375
"Loratadine","Non","Thymidine.D4","C178",3,"cells","c9",71281.8671875
"Loratadine","Non","Thymidine","C178",0.01,"cells","c4",18271.427734375
"Loratadine","Non","Thymidine.D4","C178",30,"cells","b11",70588.328125
"Loratadine","Non","Thymidine.D4","C178",30,"media","a11",72968.0859375
"Loratadine","Non","Thymidine.D4","C178",10,"cells","c10",65706.4765625
"Loratadine","Non","Arachidonic Acid","C178",0.03,"cells","d5",363433.9375
"Loratadine","Non","Thymidine","C178",10,"cells","c10",22811.083984375
"Loratadine","Non","Citrulline-D4","C178",0.03,"cells","c5",32081.81640625
"Loratadine","Non","Lactate.D3","C178",3,"media","a9",13763.4013671875
"Loratadine","Non","2'-deoxycytidine","C178",30,"media","a11",877.713073730469
"Loratadine","Non","Citrulline-D4","C178",0.03,"media","a5",34373.6640625
"Loratadine","Non","Thymidine","C178",3,"cells","c9",40029.91796875
"Loratadine","Non","Thymidine","C178",0.1,"cells","d6",20855.517578125
"Loratadine","Non","Lactate.D3","C178",0.3,"cells","c7",11389.8828125
"Loratadine","Non","Lactate","C178",0.3,"cells","d7",28988.955078125
"Loratadine","Non","Lactate","C178",10,"cells","b10",70370.8359375
"Loratadine","Non","Arachidonic Acid","C178",30,"media","a11",331818.3125
"Loratadine","Non","2'-deoxycytidine","C178",3,"cells","b9",10695.3310546875
"Loratadine","Non","Citrulline-D4","C178",10,"cells","c10",33066.984375
"Loratadine","Non","Arachidonic Acid","C178",0.03,"cells","c5",392215.59375
"Loratadine","Non","Arachidonic Acid","C178",10,"cells","c10",340828.78125
"Loratadine","Non","2'-deoxycytidine","C178",0.01,"cells","b4",8629.4365234375
"Loratadine","Non","Arachidonic Acid","C178",0.3,"media","a7",346868.53125
"Loratadine","Non","Arachidonic Acid","C178",0.3,"cells","b7",345688.34375
"Loratadine","Non","Arachidonic Acid","C178",3,"media","a9",386866.8125
"Loratadine","Non","Lactate.D3","C178",0.01,"cells","d4",11125.9716796875
"Loratadine","Non","Citrulline-D4","C178",0.3,"cells","c7",31860.4921875
"Loratadine","Non","Thymidine","C178",0.01,"cells","d4",20825.341796875
"Loratadine","Non","Thymidine","C178",0.01,"cells","b4",22831.16796875
"Loratadine","Non","Arachidonic Acid","C178",0.01,"cells","d4",325297.5625
"Loratadine","Non","Citrulline-D4","C178",30,"cells","b11",32517.51953125
